Time;Temperature;Humidity
14:55:16;22,5;39,1
14:55:16;21,5;42,3
14:55:17;21,1;44,7
14:55:17;24;38,5
14:55:18;23,9;41,3
14:55:18;24,1;43,7
14:55:19;23,8;35,9
14:55:19;22,9;42,9
14:55:20;23,5;41,3
14:55:20;21,5;44,3
14:55:21;20,7;36,1
14:55:21;23,1;42,5
14:55:22;21,7;45
14:55:22;20,5;40,4
14:55:23;21,5;43,6
14:55:23;23;36,1
14:55:24;22,7;35,7
14:55:24;21,7;41,5
14:55:25;25;44,1
14:55:25;20,3;39,8
14:55:26;21,6;44,9
14:55:26;20,4;39,8
15:01:31;22,5;37
15:01:31;23,3;41,9
15:01:32;22,4;44,1
15:01:32;21,9;39,2
15:01:33;24,5;37,5
15:01:33;24,2;41,5
15:01:34;23,1;39,5
15:01:34;21,3;35,7
15:01:35;20,1;40,4
15:01:35;20,3;44,8
15:01:36;24;38,4
15:01:36;21,3;43,5
15:01:56;24;37,5
15:01:56;22,3;35,3
15:01:57;21,9;35,2
15:01:57;22,6;44,6
15:01:58;23,8;42,4
15:01:58;20,6;38,8
15:01:59;23,1;36
15:01:59;23,5;35,3
15:02:00;21,2;40,6
15:02:00;20,8;35,7
15:02:01;23,6;39,6
15:02:01;24,6;38,8
15:02:02;23,3;43,2
15:02:02;20,3;41,3
15:02:03;22,6;40,8
15:02:03;21,7;40,7
15:02:04;25;44,7
15:02:04;20,6;44
15:02:05;22,9;38,2
15:02:05;22,2;42,7
15:02:06;21,6;36,2
15:02:06;23,6;39,7
15:11:34;23,2;38,3
15:11:34;24,9;39
15:11:35;21,9;38,3
15:11:35;22,7;40,4
15:11:36;24,9;40,1
15:11:36;20,8;43,8
15:11:37;22,3;35,6
15:11:37;21,7;39,7
15:11:38;24,1;44,5
15:11:38;22,4;39,3
15:11:39;23,5;40,7
15:11:39;20,9;36
15:11:40;22,1;41,6
15:11:40;22,8;42,2
15:11:41;20,3;35,9
15:11:41;23;42
15:11:42;23,2;44,2
15:11:42;23,5;35,3
15:12:25;20,7;41,2
15:12:26;23,6;37,3
15:12:27;24,1;35,1
15:12:28;20,4;37
15:12:29;24,6;38,3
15:12:30;24,1;38,9
15:12:31;24,2;36,7
15:12:32;20,2;37,5
15:12:33;20,9;43,9
15:12:34;22,7;41
15:14:18;21,7;35,2
15:14:19;20,7;39,5
15:14:20;23,7;35,5
15:14:21;22;38,7
15:14:22;22,3;38,6
15:14:23;23,5;35,2
15:14:24;20,2;42,1
15:14:25;22;39,7
15:14:26;21,9;36,5
15:14:27;21,6;44,6
15:14:28;23;43,5
15:14:29;20,5;42,9
15:14:30;25;38,5
15:14:31;21;37,2
15:14:32;23,7;40,3
15:14:33;20,9;42,1
15:14:34;21,6;39
15:14:35;23,9;37,4
15:14:36;23,7;44,6
15:14:37;22,3;35,8
15:14:38;21,7;39,1
15:14:39;22,4;44,2
15:14:40;22,6;43
15:14:41;24,4;42,6
15:14:42;21,2;36,5
15:14:43;20,5;43,7
15:14:44;23,3;35,6
15:14:45;20,5;40,8
15:14:46;23,9;39,3
15:14:47;22;38,6
15:14:48;22,6;39,2
15:14:49;22,5;43,3
15:14:50;24;38,4
15:14:51;22,7;38,9
15:14:52;23,3;42,6
15:14:53;21,9;37,3
15:14:54;21,4;38,4
15:14:55;24,9;36,7
15:14:56;20,5;44,5
15:14:57;24,8;42,9
15:14:58;20,9;39
15:14:59;22,4;39,7
15:16:50;21,4;43,1
15:16:51;24,4;37,4
15:16:52;23,8;41,1
15:16:53;20,8;36,3
15:16:54;23,5;35
15:16:55;24;43,7
15:16:56;20,1;42
15:16:57;23,3;36,9
15:16:58;23;36,4
15:16:59;24;37,4
15:17:00;21,2;44,7
15:17:47;22,5;37,3
15:17:48;22;36,2
15:17:49;23;37,5
15:17:50;22,9;35,5
15:17:51;20,6;36,8
15:17:52;24,6;38,9
15:17:53;22,1;39,9
15:17:54;20,8;35,9
15:17:55;21,9;35
15:17:56;20,5;41,4
15:17:57;22,1;41,5
15:17:58;24,3;43,3
15:17:59;22,5;35,5
15:18:00;22,5;43,4
15:29:31;20,2;44,7
15:29:32;24,5;43,6
15:29:33;21,4;42,9
15:29:34;20,6;39,7
15:29:35;21;37,1
15:29:36;25;36,9
15:29:37;20,6;39,7
15:29:38;22,5;42,6
15:29:39;23,9;35,6
15:29:40;24,6;40,1
15:29:41;21,7;43,9
15:29:42;20,9;38,4
15:31:10;23,9;36,4
15:31:11;21,6;43,9
15:31:13;21,3;38
15:31:14;20,3;41
15:31:15;23,5;43,2
15:31:16;24,4;37,3
15:31:17;24,2;36,8
15:31:18;23,3;42,4
15:31:19;23,4;43,1
15:31:20;22,5;35,7
15:31:21;21,6;35,6
15:31:22;24,4;43,1
15:31:23;24,8;42,1
15:31:24;24,6;44,4
15:32:53;22,7;40,6
15:32:54;24,4;35,6
15:32:55;22,8;38,4
15:32:56;23,8;36,2
15:32:57;21,2;39,3
15:32:58;23,0;43,4
15:32:59;21,4;37,1
15:33:00;22,0;35,1
15:33:01;21,6;39,8
15:33:02;24,8;42,3
15:33:03;24,9;38,7
15:33:04;22,2;45,0
15:33:05;22,1;36,1
15:33:44;21,7;36,3
15:33:45;23,5;44,7
15:33:46;20,9;43,1
15:33:47;21,1;42,3
15:33:48;21,7;43,8
15:33:49;23,6;39,3
15:33:50;23,9;44,4
15:33:51;21,2;42,6
15:33:52;24,5;35,0
15:33:53;22,8;39,9
15:33:54;23,2;39,1
15:34:14;22,1;38,8
15:34:15;22,3;42,9
15:34:16;23,4;35,2
15:34:17;21,6;38,0
15:34:18;21,8;44,1
15:34:19;21,2;43,2
15:34:20;23,1;37,7
15:34:21;21,7;38,9
15:34:22;21,0;36,0
15:34:23;23,9;35,0
15:34:24;24,2;41,5
15:34:25;21,6;38,4
15:34:26;21,8;43,5
15:49:16;22,5;35,6
15:49:17;21,8;41,7
15:49:18;21,7;35,4
15:49:19;20,7;43,9
15:49:20;20,1;44,3
15:49:21;24,2;42,8
15:49:22;23,8;44,1
15:49:23;21,3;38,7
15:49:24;20,4;44,1
15:49:25;22,2;42,1
15:49:26;20,7;43,0
15:49:27;21,2;42,9
15:49:28;20,5;39,0
15:49:29;22,0;39,8
15:49:30;22,5;40,0
15:49:31;23,1;35,9
15:49:32;21,2;36,0
15:49:33;21,4;35,8
15:49:34;20,8;35,5
15:49:35;22,7;40,4
15:49:36;22,5;35,8
15:49:37;25,0;43,4
15:49:38;21,9;35,6
15:49:39;24,4;35,3
15:49:40;22,7;38,0
15:50:25;24,1;38,6
15:50:26;20,4;42,5
15:50:27;24,6;40,6
15:50:28;23,0;44,4
15:50:29;22,3;40,8
15:50:30;22,0;38,1
15:50:31;21,0;37,5
15:50:32;20,1;38,3
15:50:33;25,0;37,6
15:50:34;20,7;40,7
15:50:35;22,9;37,3
15:50:36;20,1;41,9
15:50:37;21,8;40,7
15:50:38;20,1;39,9
15:50:39;24,7;35,7
15:50:40;23,5;35,9
15:50:41;21,4;37,6
15:50:42;23,6;36,4
15:50:43;21,2;43,3
15:50:44;24,0;35,6
15:50:45;23,0;39,6
15:50:46;20,1;35,1
15:50:47;24,9;42,3
15:50:48;22,7;40,0
15:50:49;21,2;36,6
15:50:50;24,4;41,0
15:51:07;21,6;42,4
15:51:08;21,1;38,1
15:51:09;20,1;42,0
15:51:10;23,1;36,1
15:51:11;22,8;38,5
15:51:12;24,6;39,4
15:51:13;24,6;41,8
15:51:14;21,5;36,6
15:51:15;24,3;39,8
15:51:16;23,7;39,9
15:51:17;22,7;44,5
15:51:18;24,0;37,4
15:51:19;23,5;38,8
15:51:20;23,4;41,1
15:51:21;23,6;37,5
15:51:22;22,9;38,6
15:51:23;20,1;43,4
15:51:24;21,2;40,3
15:51:25;22,6;40,3
15:51:26;22,8;38,4
15:51:27;24,9;40,2
15:51:28;23,6;42,3
15:51:29;21,7;37,8
15:51:30;24,1;36,5
15:51:31;24,4;36,0
15:51:32;22,4;40,6
15:51:33;23,5;36,2
15:51:34;22,3;44,2
15:51:35;23,1;38,0
15:51:36;22,0;42,7
15:51:37;24,7;37,2
15:51:38;21,2;38,8
15:57:35;23,8;43,0
15:57:36;22,4;42,0
15:57:37;20,2;39,3
15:57:38;23,2;43,8
15:57:39;24,1;44,3
15:57:40;20,2;39,6
15:57:41;23,8;38,6
15:57:42;22,3;35,7
15:57:43;24,4;43,6
15:57:44;23,4;43,0
15:57:45;21,2;35,3
15:57:46;23,6;37,7
15:57:47;22,0;39,6
15:57:48;24,8;41,3
15:57:49;22,6;35,7
15:57:50;23,5;41,8
15:58:27;20,0;44,4
15:58:28;22,3;37,3
15:58:29;21,3;42,8
15:58:30;20,4;44,8
15:58:31;21,3;35,5
15:58:32;20,8;42,8
15:58:33;22,5;41,8
15:58:34;20,4;39,1
15:58:35;23,9;44,8
15:58:36;21,4;36,8
15:58:37;20,2;42,2
15:58:38;23,5;38,5
15:58:39;23,3;42,6
15:58:40;20,1;42,0
15:58:41;23,1;36,1
15:58:42;21,7;41,6
15:58:43;20,4;41,2
15:58:44;20,7;38,9
15:58:45;21,0;42,7
15:58:46;20,2;40,4
15:58:47;21,7;39,9
15:58:48;20,3;41,5
15:58:49;21,4;45,0
16:03:16;22,3;38,5
16:03:17;22,9;35,9
16:03:18;23,3;37,8
16:03:19;22,3;43,8
16:03:20;24,8;35,9
16:03:21;22,4;36,7
16:03:22;23,2;40,5
16:03:23;21,7;44,9
16:03:24;24,9;43,9
16:03:25;22,4;35,5
16:03:26;20,1;37,5
16:03:27;20,0;42,9
16:03:28;21,6;37,3
16:03:29;23,6;38,9
16:03:30;24,3;41,4
16:03:31;24,6;35,6
16:04:41;20,0;40,1
16:04:42;24,0;36,0
16:04:43;23,8;40,8
16:04:44;20,9;44,2
16:04:45;21,9;38,4
16:04:46;21,1;38,7
16:04:47;24,2;40,2
16:04:48;24,2;41,3
16:04:49;21,8;41,1
16:04:50;23,3;44,4
16:04:51;24,3;43,2
16:04:52;20,9;36,5
16:08:53;24,1;38,8
16:08:54;20,3;42,0
16:08:55;24,6;37,5
16:08:56;21,5;37,6
16:08:57;20,0;42,0
16:08:58;20,9;40,9
16:08:59;24,6;40,5
16:09:00;22,8;40,2
16:09:01;22,5;43,0
16:09:02;20,7;35,6
16:09:03;20,2;37,8
16:09:04;21,5;38,8
16:09:05;24,8;40,4
16:10:09;23,4;39,2
16:10:10;21,3;43,4
16:10:11;24,4;36,6
16:10:12;22,1;37,5
16:10:13;23,3;37,6
16:10:14;20,9;36,7
16:10:15;23,9;35,9
16:10:16;20,3;42,3
16:10:17;23,1;41,8
16:10:18;20,9;42,9
16:10:19;21,8;38,7
16:10:20;21,3;42,9
16:10:21;22,7;40,3
16:10:22;22,3;39,2
16:10:23;24,7;43,9
16:10:24;22,0;38,9
16:10:25;20,9;44,4
16:10:26;22,7;38,6
16:10:27;23,4;43,7
16:10:28;23,6;36,5
16:10:29;21,9;44,1
16:10:30;24,3;40,4
16:10:31;20,1;35,7
16:10:32;22,5;41,5
16:10:33;23,2;35,5
16:10:34;22,0;40,3
16:10:35;21,9;36,3
16:10:36;24,8;35,7
16:10:37;25,0;41,6
16:10:38;21,5;43,3
16:10:39;25,0;39,0
16:10:40;24,7;37,9
16:10:41;21,7;44,3
16:10:42;24,2;40,0
16:10:43;20,9;41,2
16:10:44;21,4;39,1
16:10:45;20,0;36,4
16:10:46;20,3;38,1
16:10:47;22,7;36,4
16:10:48;23,0;38,7
16:10:49;24,5;35,4
16:10:50;21,7;41,4
16:10:51;20,5;35,5
16:10:52;21,1;43,7
16:11:19;23,9;41,5
16:11:20;20,6;35,8
16:11:21;24,9;44,6
16:11:22;21,6;36,6
16:11:23;20,2;35,8
16:11:24;21,2;42,7
16:12:09;23,9;43,2
16:12:10;20,5;39,6
16:12:11;24,6;44,4
16:12:12;22,1;38,4
16:12:13;24,0;35,3
16:12:14;22,1;43,1
16:12:15;23,5;35,5
16:12:16;24,2;41,8
16:12:17;24,3;37,1
16:12:18;24,1;39,8
16:12:35;24,8;41,6
16:12:36;23,2;36,1
16:12:37;22,5;44,3
16:12:38;20,2;35,4
16:12:39;23,8;41,3
16:12:40;21,2;43,5
16:12:51;23,4;42,0
16:12:52;23,4;43,1
16:12:53;23,6;40,9
16:12:54;23,0;38,2
16:12:55;22,8;37,8
16:12:56;20,2;40,4
16:12:57;20,6;41,9
16:12:58;20,5;35,1
16:12:59;20,4;44,8
16:13:00;23,0;36,5
16:13:01;21,9;37,3
16:13:02;23,4;40,6
16:13:03;24,8;42,9
16:13:04;23,5;43,1
16:13:05;22,2;36,1
16:13:06;24,7;39,3
16:13:07;24,5;44,6
16:13:08;20,9;39,4
16:13:09;24,5;41,0
16:13:10;22,1;43,7
16:13:11;23,2;43,3
16:13:12;20,7;44,7
16:15:51;20,7;37,1
16:15:52;21,4;40,1
16:15:53;21,9;35,4
16:15:54;20,9;39,1
16:15:55;21,4;36,6
16:15:56;21,5;37,5
16:15:57;23,8;38,3
16:15:58;24,7;36,4
16:15:59;20,4;40,9
16:16:00;21,6;39,6
16:22:35;21,7;36,1
16:22:36;24,5;42,9
16:22:37;20,5;35,2
16:22:38;22,2;36,2
16:22:39;20,3;42,8
16:22:40;23,7;39,0
16:22:41;20,4;41,8
16:22:42;20,9;39,4
16:22:43;21,7;44,4
16:22:45;23,5;38,5
16:22:46;22,3;37,9
16:22:46;23,2;40,9
16:22:48;24,9;38,0
16:22:49;20,9;41,3
16:22:50;22,3;38,7
16:22:51;22,2;40,8
16:22:52;23,5;42,7
16:22:53;22,3;36,0
16:22:54;21,6;39,5
16:22:55;24,8;41,2
16:22:56;23,0;44,4
16:22:57;23,8;40,4
16:22:58;23,8;37,7
16:31:06;24,5;36,1
16:31:07;21,9;35,5
16:31:08;22,0;36,8
16:31:09;22,9;40,3
16:31:10;24,2;37,6
16:31:11;22,4;35,3
16:31:12;23,8;40,1
16:31:14;23,0;44,4
16:31:15;23,3;43,1
16:31:16;24,5;40,4
16:31:16;23,6;42,2
16:31:18;20,1;42,5
16:31:19;20,2;41,7
16:31:19;22,3;37,5
16:31:20;23,9;43,8
16:33:37;24,4;41,2
16:33:38;20,2;41,6
16:33:39;22,7;44,9
16:33:40;24,4;38,2
16:33:41;21,7;37,4
16:33:42;20,1;44,1
16:33:43;21,3;43,6
16:33:44;21,5;42,4
16:33:45;21,5;42,5
16:33:46;24,8;43,6
16:33:47;22,6;43,3
16:33:48;20,7;42,7
16:46:59;24,1;38,7
16:47:00;21,3;35,3
16:47:01;20,2;36,3
16:47:02;22,3;39,6
16:47:03;23,3;43,0
16:47:04;23,0;36,5
16:47:05;20,2;36,6
16:47:06;20,8;37,8
16:47:07;20,8;38,8
16:47:08;22,0;41,2
16:47:09;20,2;39,5
16:47:10;21,5;36,9
16:47:11;23,9;36,5
16:47:12;20,2;38,1
16:47:13;24,0;40,2
16:47:14;24,4;42,1
16:47:15;22,4;44,7
16:47:16;20,3;43,1
16:47:17;20,8;35,2
16:47:18;21,2;40,5
16:56:22;22,4;44,2
16:56:22;22,1;42,7
16:56:23;24,2;44,4
16:56:23;22,0;43,3
16:56:24;24,8;42,6
16:56:24;23,3;43,2
16:56:25;24,3;41,1
16:56:25;22,2;35,8
16:56:26;22,4;35,1
16:56:26;21,4;42,3
16:56:27;23,6;39,1
16:56:27;23,1;43,8
16:56:28;24,8;37,1
16:56:28;23,2;44,3
16:56:29;21,8;36,8
16:56:29;21,2;44,3
16:56:30;21,1;37,6
16:56:30;24,2;37,0
16:56:31;22,5;38,7
16:56:31;21,0;36,4
16:56:32;23,6;35,2
16:56:32;21,2;35,8
16:56:33;22,0;40,3
16:56:33;23,6;42,4
16:56:34;21,8;37,0
16:56:34;20,2;43,0
16:56:35;23,3;36,2
16:56:35;23,8;42,7
16:56:36;24,2;42,2
16:56:36;21,8;38,5
16:56:53;23,3;35,2
16:56:53;24,3;39,3
16:56:54;20,5;36,6
16:56:54;23,5;40,2
16:56:55;21,8;41,1
16:56:55;20,2;39,8
16:56:56;25,0;38,4
16:56:56;23,7;37,1
16:56:57;24,2;44,0
16:56:57;22,0;43,3
16:56:58;21,0;36,6
16:56:58;21,5;41,0
16:56:59;20,6;35,1
16:56:59;24,5;35,4
16:57:00;20,5;44,0
16:57:00;20,1;36,4
16:57:01;24,2;44,4
16:57:01;21,9;40,9
16:57:02;22,8;38,7
16:57:02;21,3;39,0
16:57:03;21,6;37,8
16:57:03;24,5;37,6
16:57:04;24,5;35,9
16:57:04;20,3;43,3
16:57:05;23,2;43,4
16:57:05;22,4;37,9
16:57:06;22,5;36,0
16:57:06;20,1;38,9
16:57:07;25,0;35,3
16:57:07;22,5;39,0
16:57:08;23,3;43,7
16:57:08;23,7;41,9
16:57:09;20,3;41,6
16:57:09;24,6;36,3
17:01:23;21,9;36,8
17:01:24;21,4;42,9
17:01:25;23,0;40,0
17:01:26;22,4;40,4
17:01:27;23,8;43,9
17:01:28;20,4;40,6
17:01:29;24,3;35,6
17:01:30;21,9;40,0
17:01:31;22,2;36,5
17:01:32;24,8;41,3
17:01:33;24,5;40,6
17:02:29;21,9;44,2
17:02:30;24,1;37,3
17:02:31;21,6;35,6
17:03:20;21,0;35,1
17:03:21;22,9;39,4
17:03:22;21,4;40,7
17:03:23;21,0;44,7
17:03:24;23,5;38,8
17:03:25;23,0;40,9
17:03:26;21,4;43,5
17:03:27;21,6;44,5
17:04:38;24,2;39,8
17:04:38;20,0;36,2
17:04:39;24,7;40,6
17:04:39;22,6;37,3
17:04:40;23,2;44,4
17:04:40;22,4;40,1
17:04:41;24,8;41,2
17:04:41;22,2;39,1
17:04:42;22,7;36,7
17:04:42;21,6;37,4
17:04:43;24,0;37,2
17:04:43;22,4;37,9
17:04:44;23,4;39,9
17:04:44;21,2;36,8
17:05:26;21,5;40,1
17:05:26;23,7;43,8
17:05:27;24,9;43,9
17:05:27;24,9;38,9
17:05:28;23,9;36,2
17:05:28;24,6;42,5
17:05:29;23,2;41,1
17:05:29;23,9;39,1
17:05:30;23,8;37,6
17:05:30;21,2;42,6
17:05:31;22,5;39,5
17:05:31;23,6;37,0
17:05:32;20,5;44,5
17:05:32;23,2;41,7
17:05:33;23,4;37,8
17:05:33;24,3;39,3
17:05:34;21,6;39,6
17:05:34;22,5;36,5
17:06:18;20,2;38,9
17:06:18;23,4;44,7
17:06:19;23,5;37,1
17:06:19;20,7;39,9
17:06:20;21,1;42,6
17:06:20;23,2;35,7
17:06:21;23,5;37,8
17:06:21;24,1;38,0
17:06:22;22,5;38,7
17:06:22;23,2;42,9
17:06:23;20,8;35,0
17:06:23;20,5;41,0
17:06:24;23,2;36,2
17:06:24;24,4;40,5
17:06:25;24,4;37,5
17:06:25;24,8;43,9
17:06:26;20,3;35,2
17:06:26;23,4;38,9
17:06:27;22,1;43,5
17:06:27;20,5;37,1
17:06:28;22,9;40,5
17:06:28;22,7;41,9
17:06:29;21,5;37,1
17:06:29;21,4;39,9
17:06:30;21,2;38,2
17:06:30;21,4;42,3
17:06:31;21,8;44,5
17:06:31;23,7;38,3
17:06:32;20,5;37,9
17:06:32;21,9;39,9
17:06:33;21,3;39,2
17:06:33;20,2;37,3
17:06:34;22,4;36,2
17:06:34;22,1;44,6
17:06:35;24,7;38,5
17:06:35;21,5;39,8
17:06:36;22,6;37,3
17:06:36;23,4;35,4
17:06:37;23,7;41,1
17:06:37;22,1;35,8
17:06:38;23,6;35,7
17:06:38;20,7;38,1
17:06:39;22,1;42,7
17:06:39;20,0;39,5
17:06:40;20,0;38,1
17:06:40;20,2;39,6
17:06:41;20,8;38,5
17:06:41;21,5;41,3
17:06:42;22,0;38,6
17:06:42;22,9;36,1
17:07:13;21,3;36,5
17:07:14;20,7;37,8
17:07:15;24,7;36,5
17:07:16;20,1;41,8
17:07:17;23,5;38,8
17:07:18;22,7;38,7
17:07:19;24,7;43,9
17:07:20;23,1;35,8
17:07:21;23,2;42,7
17:07:22;21,1;44,3
17:07:23;23,3;36,3
17:07:24;21,1;36,0
17:07:25;22,3;36,3
17:07:26;23,8;36,3
17:07:27;22,6;44,0
17:07:28;24,5;42,6
17:07:29;22,4;41,6
17:07:30;22,6;41,8
17:07:31;23,9;38,1
17:07:32;21,1;38,1
17:07:33;22,9;38,3
17:07:34;21,4;44,9
17:08:56;23,6;41,3
17:08:57;24,2;38,4
17:08:58;22,9;36,7
17:08:59;21,2;36,7
17:09:00;22,1;39,8
17:09:01;24,8;43,4
17:09:02;20,5;36,0
17:09:03;21,2;39,0
17:09:04;21,2;35,6
17:09:05;20,3;40,2
17:09:06;21,2;44,8
17:09:07;22,8;38,7
17:14:27;20,6;37,5
17:14:28;22,3;43,6
17:14:29;21,6;37,9
17:14:30;24,2;42,6
17:14:31;23,6;41,9
17:14:32;20,4;36,1
17:14:33;22,8;37,2
17:14:34;24,3;42,8
17:14:35;23,6;44,7
17:14:36;22,1;41,5
17:14:37;22,9;37,0
17:14:38;23,7;38,6
17:14:40;24,5;35,7
17:14:41;21,5;44,1
17:14:41;22,2;35,5
17:14:42;20,2;43,0
17:14:44;21,7;37,0
17:14:44;23,2;37,8
17:14:46;24,9;38,5
17:14:47;23,5;36,6
17:14:48;22,0;37,6
17:14:49;22,4;39,8
17:14:50;22,2;44,4
17:14:51;22,1;41,9
17:14:52;21,1;36,3
17:14:53;21,2;38,1
17:14:54;24,9;40,1
17:14:55;22,5;36,8
17:14:56;22,9;35,9
17:14:57;23,7;37,8
17:14:58;21,7;37,2
17:14:59;22,5;36,4
17:15:00;20,4;36,9
17:15:01;21,7;40,3
17:15:02;24,5;35,5
17:15:03;22,0;41,4
17:15:04;22,7;39,1
17:15:05;22,9;38,6
17:15:06;24,7;42,8
17:15:07;20,3;36,0
17:15:08;20,7;38,1
17:15:09;20,4;39,9
17:15:10;24,0;37,2
17:15:11;23,8;36,1
17:19:16;24,4;44,3
17:19:17;24,5;37,8
17:19:18;24,7;40,5
17:19:19;21,2;35,5
17:19:20;24,6;38,4
17:19:21;23,9;35,4
17:19:22;25,0;35,6
17:19:23;24,1;36,1
17:19:24;24,2;42,2
